FLYBASE,SYMBOL,GENENAME,chromosome_name,start_position,end_position,ensembl_transcript_id,flybase_transcript_id,transcript_start,transcript_end,transcription_start_site,transcript_length,transcript_count
FBgn0267868,lncRNA:CR46156,long non-coding RNA:CR46156,X,4313626,4314216,FBtr0347426,FBtr0347426,4313626,4314216,4313626,591,4
FBgn0267869,CR46157,pseudo,Y,3059061,3059480,FBtr0347464,FBtr0347464,3059061,3059480,3059480,420,1
FBgn0267870,CR46158,pseudo,Y,3061391,3062109,FBtr0347463,FBtr0347463,3061391,3062109,3062109,719,1
FBgn0267871,CR46159,pseudo,Y,3071943,3072466,FBtr0347431,FBtr0347431,3071943,3072466,3071943,524,1
FBgn0267872,CR46160,pseudo,Y,3084618,3085392,FBtr0347433,FBtr0347433,3084618,3085392,3084618,775,1
FBgn0267873,CR46161,pseudo,Y,3074924,3075180,FBtr0347432,FBtr0347432,3074924,3075180,3074924,257,1
FBgn0267874,CR46162,pseudo,Y,3085424,3085676,FBtr0347462,FBtr0347462,3085424,3085676,3085676,253,1
FBgn0267875,CR46163,pseudo,Y,3091730,3091891,FBtr0347461,FBtr0347461,3091730,3091891,3091891,162,1
FBgn0267876,CR46164,pseudo,Y,3093052,3093817,FBtr0347434,FBtr0347434,3093052,3093817,3093052,766,1
FBgn0267877,CR46165,pseudo,Y,3093855,3094575,FBtr0347460,FBtr0347460,3093855,3094575,3094575,721,1
FBgn0267878,CR46166,pseudo,Y,3110839,3111104,FBtr0347435,FBtr0347435,3110839,3111104,3110839,266,1
FBgn0267879,CR46167,pseudo,Y,3113044,3113644,FBtr0347436,FBtr0347436,3113044,3113644,3113044,601,1
FBgn0267880,CR46168,pseudo,Y,3113685,3114094,FBtr0347459,FBtr0347459,3113685,3114094,3114094,410,1
FBgn0267881,CR46169,pseudo,Y,3134941,3135206,FBtr0347437,FBtr0347437,3134941,3135206,3134941,266,1
FBgn0267882,CR46170,pseudo,Y,3136899,3137576,FBtr0347438,FBtr0347438,3136899,3137576,3136899,678,1
FBgn0267883,CR46171,pseudo,Y,3137617,3138026,FBtr0347458,FBtr0347458,3137617,3138026,3138026,410,1
FBgn0267884,CR46172,pseudo,Y,3164949,3165401,FBtr0347439,FBtr0347439,3164949,3165401,3164949,453,1
FBgn0267885,CR46173,pseudo,Y,3165390,3166079,FBtr0347457,FBtr0347457,3165390,3166079,3166079,690,1
FBgn0267886,CR46174,pseudo,Y,3167772,3168037,FBtr0347456,FBtr0347456,3167772,3168037,3168037,266,1
FBgn0267887,CR46175,pseudo,Y,3185268,3185720,FBtr0347440,FBtr0347440,3185268,3185720,3185268,453,1
FBgn0267888,CR46176,pseudo,Y,3185709,3186398,FBtr0347455,FBtr0347455,3185709,3186398,3186398,690,1
FBgn0267889,CR46177,pseudo,Y,3188367,3188632,FBtr0347454,FBtr0347454,3188367,3188632,3188632,266,1
FBgn0267890,CR46178,pseudo,Y,3191215,3191491,FBtr0347453,FBtr0347453,3191215,3191491,3191491,277,1
FBgn0267891,CR46179,pseudo,Y,3203123,3203840,FBtr0347441,FBtr0347441,3203123,3203840,3203123,718,1
FBgn0267892,CR46180,pseudo,Y,3203881,3204640,FBtr0347452,FBtr0347452,3203881,3204640,3204640,760,1
FBgn0267893,CR46181,pseudo,Y,3205803,3205967,FBtr0347442,FBtr0347442,3205803,3205967,3205803,165,1
FBgn0267894,CR46182,pseudo,Y,3212762,3213536,FBtr0347451,FBtr0347451,3212762,3213536,3213536,775,1
FBgn0267895,CR46183,pseudo,Y,3218291,3218817,FBtr0347449,FBtr0347449,3218291,3218817,3218817,527,1
FBgn0267896,CR46184,pseudo,Y,3228674,3229392,FBtr0347443,FBtr0347443,3228674,3229392,3228674,719,1
FBgn0267897,CR46185,pseudo,Y,3229424,3230181,FBtr0347448,FBtr0347448,3229424,3230181,3230181,758,1
FBgn0267898,CR46186,pseudo,Y,3231310,3231723,FBtr0347444,FBtr0347444,3231310,3231723,3231310,414,1
FBgn0267899,CR46187,pseudo,Y,3060612,3061377,FBtr0347430,FBtr0347430,3060612,3061377,3060612,766,1
FBgn0267900,CR46188,pseudo,Y,3236012,3237041,FBtr0347447,FBtr0347447,3236012,3237041,3237041,1030,1
FBgn0267901,CR46189,pseudo,Y,3241623,3242076,FBtr0347445,FBtr0347445,3241623,3242076,3241623,454,1
FBgn0267902,CR46190,pseudo,Y,3242065,3242646,FBtr0347446,FBtr0347446,3242065,3242646,3242646,582,1
FBgn0267903,CG46191,uncharacterized protein,Y,3215547,3215855,FBtr0347450,FBtr0347450,3215547,3215855,3215855,309,1
FBgn0267904,CG46192,uncharacterized protein,Y,3252956,3253357,FBtr0347429,FBtr0347429,3252956,3253357,3253357,402,1
FBgn0267905,CG46193,uncharacterized protein,Y,3263180,3263488,FBtr0347428,FBtr0347428,3263180,3263488,3263180,309,1
FBgn0267910,lncRNA:CR34335,long non-coding RNA:CR34335,X,3545750,3546110,FBtr0307365,FBtr0307365,3545750,3546110,3546110,361,8
FBgn0267912,CanA-14F,Calcineurin A at 14F,X,16560684,16587172,FBtr0305198,FBtr0305198,16560684,16586665,16586665,7965,16
FBgn0267913,lncRNA:CR46194,long non-coding RNA:CR46194,2R,12169558,12171706,FBtr0347470,FBtr0347470,12169558,12171706,12171706,2149,6
FBgn0267914,asRNA:CR46195,antisense RNA:CR46195,X,8564408,8565178,FBtr0347472,FBtr0347472,8564408,8565178,8565178,771,4
FBgn0267915,lncRNA:CR46196,long non-coding RNA:CR46196,2L,7094515,7095248,FBtr0347474,FBtr0347474,7094515,7095248,7094515,463,3
FBgn0267916,lncRNA:CR46197,long non-coding RNA:CR46197,3L,15758026,15759201,FBtr0347475,FBtr0347475,15758026,15759201,15758026,991,3
FBgn0267917,lncRNA:CR46198,long non-coding RNA:CR46198,3L,5085580,5086229,FBtr0347476,FBtr0347476,5085580,5086229,5086229,576,3
FBgn0267918,lncRNA:CR46199,long non-coding RNA:CR46199,3R,14911205,14911982,FBtr0347477,FBtr0347477,14911205,14911982,14911205,710,3
FBgn0267919,lncRNA:CR46200,long non-coding RNA:CR46200,3L,901888,902396,FBtr0347478,FBtr0347478,901888,902396,901888,441,2
FBgn0267921,lncRNA:CR46202,long non-coding RNA:CR46202,2L,22046601,22047243,FBtr0347481,FBtr0347481,22046601,22047243,22047243,569,3
FBgn0267922,lncRNA:CR46203,long non-coding RNA:CR46203,3R,12256936,12257638,FBtr0347482,FBtr0347482,12256936,12257638,12257638,649,3
FBgn0267923,lncRNA:CR46204,long non-coding RNA:CR46204,2L,17450494,17452384,FBtr0347483,FBtr0347483,17450494,17452384,17450494,1891,3
FBgn0267924,lncRNA:CR46205,long non-coding RNA:CR46205,2L,7404747,7404973,FBtr0347484,FBtr0347484,7404747,7404973,7404747,227,3
FBgn0267925,lncRNA:CR46206,long non-coding RNA:CR46206,2L,12767717,12768765,FBtr0347486,FBtr0347486,12767717,12768765,12768765,1049,3
FBgn0267926,lncRNA:CR46207,long non-coding RNA:CR46207,3R,31131542,31132033,FBtr0347487,FBtr0347487,31131542,31132033,31131542,492,2
FBgn0267927,lncRNA:CR46208,long non-coding RNA:CR46208,2L,9663744,9668501,FBtr0347488,FBtr0347488,9663744,9668501,9668501,967,3
FBgn0267928,lncRNA:CR46209,long non-coding RNA:CR46209,2L,19215451,19215967,FBtr0347489,FBtr0347489,19215451,19215967,19215451,458,3
FBgn0267929,lncRNA:CR46210,long non-coding RNA:CR46210,2L,7176037,7176624,FBtr0347490,FBtr0347490,7176037,7176624,7176037,588,3
FBgn0267930,lncRNA:CR46211,long non-coding RNA:CR46211,X,16191134,16191631,FBtr0347492,FBtr0347492,16191134,16191631,16191631,445,8
FBgn0267932,lncRNA:CR46212,long non-coding RNA:CR46212,3L,10603772,10604509,FBtr0347507,FBtr0347507,10603772,10604509,10604509,680,3
FBgn0267933,lncRNA:CR46213,long non-coding RNA:CR46213,3L,15319923,15320356,FBtr0347508,FBtr0347508,15319923,15320356,15319923,369,3
FBgn0267934,lncRNA:CR46214,long non-coding RNA:CR46214,3L,16759393,16762683,FBtr0347509,FBtr0347509,16759393,16762683,16762683,3123,3
FBgn0267935,lncRNA:CR46215,long non-coding RNA:CR46215,3L,18428524,18429255,FBtr0347510,FBtr0347510,18428524,18429255,18429255,732,3
FBgn0267936,lncRNA:CR46216,long non-coding RNA:CR46216,3L,19243755,19251653,FBtr0479691,FBtr0479691,19243755,19247838,19243755,1715,12
FBgn0267937,lncRNA:CR46217,long non-coding RNA:CR46217,3R,12833127,12833725,FBtr0347512,FBtr0347512,12833127,12833725,12833127,599,3
FBgn0267938,lncRNA:CR46218,long non-coding RNA:CR46218,3R,12873131,12874445,FBtr0347513,FBtr0347513,12873131,12874445,12873131,1315,3
FBgn0267939,lncRNA:CR46219,long non-coding RNA:CR46219,3R,30715125,30716848,FBtr0347514,FBtr0347514,30715125,30716848,30715125,1658,2
FBgn0267940,lncRNA:CR46220,long non-coding RNA:CR46220,3R,30904968,30905532,FBtr0347515,FBtr0347515,30904968,30905532,30905532,565,2
FBgn0267941,lncRNA:CR46221,long non-coding RNA:CR46221,3R,6037787,6038372,FBtr0347516,FBtr0347516,6037787,6038372,6038372,531,3
FBgn0267944,lncRNA:CR46224,long non-coding RNA:CR46224,3R,7318988,7319232,FBtr0347519,FBtr0347519,7318988,7319232,7318988,245,3
FBgn0267945,lncRNA:CR46225,long non-coding RNA:CR46225,3R,7774029,7774583,FBtr0347520,FBtr0347520,7774029,7774583,7774029,555,3
FBgn0267946,lncRNA:CR46226,long non-coding RNA:CR46226,3R,7775410,7775768,FBtr0347521,FBtr0347521,7775410,7775768,7775768,274,3
FBgn0267947,lncRNA:CR46227,long non-coding RNA:CR46227,3L,22708936,22709918,FBtr0347522,FBtr0347522,22708936,22709918,22709918,864,3
FBgn0267948,lncRNA:CR46228,long non-coding RNA:CR46228,3R,8517043,8517384,FBtr0347523,FBtr0347523,8517043,8517384,8517043,342,3
FBgn0267949,lncRNA:CR46229,long non-coding RNA:CR46229,2R,10671648,10672622,FBtr0347524,FBtr0347524,10671648,10672622,10672622,882,3
FBgn0267950,lncRNA:CR46230,long non-coding RNA:CR46230,3L,10796802,10797361,FBtr0347525,FBtr0347525,10796802,10797361,10796802,560,3
FBgn0267951,lncRNA:CR46231,long non-coding RNA:CR46231,3L,10797626,10798408,FBtr0347526,FBtr0347526,10797626,10798408,10797626,783,3
FBgn0267952,CR46232,pseudo,3R,28638621,28639910,FBtr0347527,FBtr0347527,28638621,28639910,28639910,1290,3
FBgn0267953,lncRNA:CR46233,long non-coding RNA:CR46233,3R,26637805,26639515,FBtr0347528,FBtr0347528,26637805,26639515,26639515,1356,3
FBgn0267954,lncRNA:CR46234,long non-coding RNA:CR46234,2R,18815654,18816452,FBtr0347530,FBtr0347530,18815654,18816452,18816452,715,6
FBgn0267955,lncRNA:CR46235,long non-coding RNA:CR46235,2R,17245061,17245501,FBtr0347531,FBtr0347531,17245061,17245501,17245501,441,3
FBgn0267956,lncRNA:CR46236,long non-coding RNA:CR46236,3R,30630387,30631430,FBtr0347532,FBtr0347532,30630387,30631430,30630387,1044,2
FBgn0267957,lncRNA:CR46237,long non-coding RNA:CR46237,2R,12900881,12901613,FBtr0347533,FBtr0347533,12900881,12901613,12900881,733,3
FBgn0267958,lncRNA:CR46238,long non-coding RNA:CR46238,3R,12744672,12745388,FBtr0347534,FBtr0347534,12744672,12745388,12745388,717,3
FBgn0267959,lncRNA:CR46239,long non-coding RNA:CR46239,3R,13864597,13865095,FBtr0347535,FBtr0347535,13864597,13865095,13865095,499,3
FBgn0267960,lncRNA:CR46240,long non-coding RNA:CR46240,3L,11317704,11318357,FBtr0347536,FBtr0347536,11317704,11318357,11317704,654,3
FBgn0267961,lncRNA:CR46241,long non-coding RNA:CR46241,3L,12286342,12286683,FBtr0347537,FBtr0347537,12286342,12286683,12286683,342,3
FBgn0267962,lncRNA:CR46242,long non-coding RNA:CR46242,X,14097599,14097965,FBtr0347538,FBtr0347538,14097599,14097965,14097599,367,4
FBgn0267963,lncRNA:CR46243,long non-coding RNA:CR46243,X,3363686,3364060,FBtr0347539,FBtr0347539,3363686,3364060,3363686,258,4
FBgn0267964,CG46244,uncharacterized protein,2L,19606569,19731561,FBtr0347542,FBtr0347542,19606569,19731561,19606569,8637,3
FBgn0267965,lncRNA:CR46245,long non-coding RNA:CR46245,X,7134517,7135480,FBtr0347543,FBtr0347543,7134517,7135480,7134517,964,4
FBgn0267966,asRNA:CR46246,antisense RNA:CR46246,3L,9597171,9598375,FBtr0347544,FBtr0347544,9597171,9598375,9598375,1205,3
FBgn0267967,corolla,corolla,X,17629791,17632047,FBtr0074485,FBtr0074485,17629791,17632047,17632047,1984,8
FBgn0267969,lncRNA:CR46247,long non-coding RNA:CR46247,X,4062859,4064506,FBtr0347548,FBtr0347548,4063896,4064506,4064506,303,12
FBgn0267970,lncRNA:CR46248,long non-coding RNA:CR46248,X,1299770,1300333,FBtr0347551,FBtr0347551,1299770,1300333,1299770,564,3
FBgn0267972,Der-1,Derlin-1,2L,1973957,1975413,FBtr0077813,FBtr0077813,1974112,1975413,1974112,1088,6
FBgn0267975,vib,vibrator,3R,19215434,19226651,FBtr0083745,FBtr0083745,19217744,19226651,19226651,1178,9
FBgn0267976,Tim23,Translocase of inner mitochondrial membrane 23,2L,23312465,23313578,FBtr0113781,FBtr0113781,23312465,23313578,23313578,893,1
FBgn0267977,mh,maternal haploid,X,15472804,15475400,FBtr0074074,FBtr0074074,15472804,15475400,15475400,2349,4
FBgn0267978,ap,apterous,2R,5706202,5727525,FBtr0300504,FBtr0300504,5707224,5726832,5726832,3089,12
FBgn0267982,lncRNA:CR46249,long non-coding RNA:CR46249,3L,550297,551010,FBtr0347579,FBtr0347579,550297,551010,551010,630,2
FBgn0267983,lncRNA:CR46250,long non-coding RNA:CR46250,3L,27364828,27365990,FBtr0347580,FBtr0347580,27364828,27365990,27365990,956,1
FBgn0267984,asRNA:CR46251,antisense RNA:CR46251,3L,12806687,12808545,FBtr0347581,FBtr0347581,12806687,12808545,12808545,1809,3
FBgn0267985,lncRNA:CR46252,long non-coding RNA:CR46252,3L,27135184,27135726,FBtr0347582,FBtr0347582,27135184,27135726,27135184,490,1
FBgn0267986,lncRNA:CR46253,long non-coding RNA:CR46253,2L,23239253,23240411,FBtr0347584,FBtr0347584,23239253,23240411,23239253,1012,2
FBgn0267987,lncRNA:CR46254,long non-coding RNA:CR46254,2L,54817,55767,FBtr0347585,FBtr0347585,54817,55767,54817,951,2
FBgn0267988,asRNA:CR46255,antisense RNA:CR46255,3R,4235294,4235973,FBtr0347586,FBtr0347586,4235294,4235973,4235973,620,3
FBgn0267989,asRNA:CR46256,antisense RNA:CR46256,2L,13174227,13175365,FBtr0347587,FBtr0347587,13174227,13175365,13174227,1139,3
FBgn0267990,lncRNA:CR46257,long non-coding RNA:CR46257,2R,9578905,9579271,FBtr0347588,FBtr0347588,9578905,9579271,9578905,367,3
FBgn0267991,lncRNA:CR46258,long non-coding RNA:CR46258,2L,490835,492649,FBtr0347589,FBtr0347589,490835,492649,490835,1815,4
FBgn0267992,lncRNA:CR46259,long non-coding RNA:CR46259,2L,500873,502236,FBtr0347591,FBtr0347591,500873,502236,502236,1364,2
FBgn0267993,lncRNA:CR46260,long non-coding RNA:CR46260,2L,721985,724833,FBtr0347592,FBtr0347592,721985,724833,724833,2784,2
FBgn0267994,asRNA:CR46261,antisense RNA:CR46261,3R,22314543,22315162,FBtr0347593,FBtr0347593,22314543,22315162,22314543,555,3
FBgn0267995,asRNA:CR46262,antisense RNA:CR46262,2L,283807,284255,FBtr0347594,FBtr0347594,283807,284255,283807,449,2
FBgn0267996,asRNA:CR46263,antisense RNA:CR46263,2L,286383,288292,FBtr0347595,FBtr0347595,286383,288292,286383,1820,2
FBgn0268063,ltl,larval translucida,3L,7518997,7528013,FBtr0076793,FBtr0076793,7519483,7528013,7519483,3622,6
FBgn0270924,zf30C,zinc finger protein 30C,2L,9758342,9762375,FBtr0079865,FBtr0079865,9758342,9762375,9758342,2976,3
FBgn0270925,CG4836,uncharacterized protein,3R,20013872,20018248,FBtr0083827,FBtr0083827,20013872,20018248,20013872,3918,15
FBgn0270926,AsnS,Asparagine synthetase,3L,21173118,21174973,FBtr0089463,FBtr0089463,21173118,21174973,21173118,1856,3
FBgn0270927,betaGlu,beta glucuronidase,3R,31769293,31771848,FBtr0085858,FBtr0085858,31769293,31771848,31771848,2331,2
FBgn0270928,VAChT,Vesicular acetylcholine transporter,3R,18705501,18718916,FBtr0083671,FBtr0083671,18705501,18718916,18705501,7098,3
FBgn0275432,asRNA:CR46264,antisense RNA:CR46264,2L,11070785,11071466,FBtr0392913,FBtr0392913,11070785,11071466,11071466,682,3
FBgn0275433,lncRNA:CR46265,long non-coding RNA:CR46265,3R,18719623,18719998,FBtr0392914,FBtr0392914,18719623,18719998,18719623,376,3
FBgn0275434,asRNA:CR46266,antisense RNA:CR46266,3L,13840611,13842198,FBtr0392915,FBtr0392915,13840611,13841148,13840611,538,6
FBgn0275436,PheRS-m,"Phenylalanyl-tRNA synthetase, mitochondrial",2R,13968308,13969902,FBtr0087594,FBtr0087594,13968308,13969902,13968308,1526,3
FBgn0278597,lncRNA:CR46267,long non-coding RNA:CR46267,3R,16951907,16953770,FBtr0415462,FBtr0415462,16951907,16953770,16951907,1457,3
FBgn0278598,lncRNA:CR46268,long non-coding RNA:CR46268,2L,22538230,22548452,FBtr0415456,FBtr0415456,22547230,22548452,22547230,1170,18
FBgn0278599,asRNA:CR46269,antisense RNA:CR46269,2R,5957588,5959299,FBtr0415461,FBtr0415461,5957588,5959299,5959299,1712,3
FBgn0278600,CG46270,uncharacterized protein,3R,10428137,10428424,FBtr0415454,FBtr0415454,10428137,10428424,10428424,288,3
FBgn0278604,dmt,dalmatian,3R,9711142,9714675,FBtr0082086,FBtr0082086,9711142,9714675,9711142,3190,3
FBgn0278608,Dsp1,Dorsal switch protein 1,X,16333612,16340624,FBtr0089260,FBtr0089260,16333612,16340443,16333612,3990,28
FBgn0283426,lncRNA:acal,long non-coding RNA:acal,2R,10544925,10547260,FBtr0445179,FBtr0445179,10544925,10547260,10547260,2336,3
FBgn0283427,FASN1,Fatty acid synthase 1,2L,3056598,3068177,FBtr0335387,FBtr0335387,3056989,3068177,3056989,8417,6
FBgn0283428,lncRNA:CR46271,long non-coding RNA:CR46271,2R,18541144,18542454,FBtr0445172,FBtr0445172,18541144,18542454,18541144,1311,3
FBgn0283429,CR46272,pseudo,X,20202076,20203054,FBtr0445177,FBtr0445177,20202076,20203054,20203054,501,4
FBgn0283430,CR46273,pseudo,X,20209746,20210724,FBtr0445175,FBtr0445175,20209746,20210724,20210724,501,4
FBgn0283431,CR46274,pseudo,X,20217402,20218376,FBtr0445173,FBtr0445173,20217402,20218376,20218376,501,4
FBgn0283432,SdicA,Sperm-specific dynein intermediate chain A,X,20197319,20201933,FBtr0445178,FBtr0445178,20197319,20201933,20201933,2188,4
FBgn0283433,SdicB,Sperm-specific dynein intermediate chain B,X,20205043,20209603,FBtr0445176,FBtr0445176,20205043,20209603,20209603,2188,4
FBgn0283434,SdicC,Sperm-specific dynein intermediate chain C,X,20212738,20217259,FBtr0445174,FBtr0445174,20212738,20217259,20217259,2221,4
FBgn0283435,CR46279,pseudo,Y,3250355,3251252,FBtr0445180,FBtr0445180,3250355,3251252,3251252,898,1
FBgn0283437,PPO1,Prophenoloxidase 1,2R,17887220,17889973,FBtr0302291,FBtr0302291,17887220,17889973,17889973,2338,3
FBgn0283438,CG46280,uncharacterized protein,3R,13026283,13030659,FBtr0445183,FBtr0445183,13026283,13030307,13030307,2806,6
FBgn0283439,CG46281,uncharacterized protein,3R,13028920,13030307,FBtr0445184,FBtr0445184,13028920,13030307,13030307,1321,3
FBgn0283440,solo,sisters on the loose,2L,15061656,15072133,FBtr0445189,FBtr0445189,15061656,15072133,15061656,3291,6
FBgn0283442,vas,vasa,2L,15061656,15074311,FBtr0445187,FBtr0445187,15061656,15074267,15061656,2195,9
FBgn0283450,Glo1,Glyoxalase 1,2R,7393546,7395932,FBtr0089013,FBtr0089013,7393546,7395932,7395932,720,3
FBgn0283451,br,broad,X,1575132,1664869,FBtr0332293,FBtr0332293,1612341,1649378,1612341,4235,45
FBgn0283461,Drs,Drosomycin,3L,3369556,3369942,FBtr0073073,FBtr0073073,3369556,3369942,3369556,387,3
FBgn0283462,IMPPP,Immune induced molecule prepropeptide,2R,13407011,13408358,FBtr0339757,FBtr0339757,13407011,13408358,13407011,1160,6
FBgn0283467,Pol32,Pol32 polymerase delta subunit,2L,15254819,15256304,FBtr0336864,FBtr0336864,15254914,15256304,15256304,1391,6
FBgn0283468,slmb,supernumerary limbs,3R,21119252,21127485,FBtr0084032,FBtr0084032,21119252,21127485,21127485,3492,9
FBgn0283469,Vps4,Vacuolar protein sorting 4,X,17907692,17911097,FBtr0074504,FBtr0074504,17907692,17910717,17907692,2031,8
FBgn0283471,wupA,wings up A,X,18105568,18116922,FBtr0074522,FBtr0074522,18105568,18116825,18116825,1160,52
FBgn0283472,S6k,Ribosomal protein S6 kinase,3L,5797549,5810931,FBtr0077114,FBtr0077114,5798948,5810931,5810931,3486,6
FBgn0283473,S6KL,S6 Kinase Like,X,18788464,18806057,FBtr0074634,FBtr0074634,18788464,18806057,18788464,2129,12
FBgn0283476,Dhc16F,Dynein heavy chain at 16F,X,18064483,18078472,FBtr0074509,FBtr0074509,18064483,18078472,18064483,12442,4
FBgn0283477,SF2,Splicing factor 2,3R,16338943,16341988,FBtr0083272,FBtr0083272,16340127,16341988,16341988,1392,6
FBgn0283478,und,uninitiated,2L,9763369,9765338,FBtr0345287,FBtr0345287,9763489,9765338,9763489,1628,9
FBgn0283479,Alp1,Alkaline phosphatase 1,3L,21442227,21444819,FBtr0078396,FBtr0078396,21442227,21444819,21444819,1785,6
FBgn0283480,Alp2,Alkaline phosphatase 2,2R,22206005,22207987,FBtr0071782,FBtr0071782,22206005,22207987,22207987,1762,3
FBgn0283494,Adk2,Adenylate kinase 2,2R,24024207,24025877,FBtr0072163,FBtr0072163,24024207,24025877,24024207,1065,2
FBgn0283499,InR,Insulin-like receptor,3R,21570248,21619321,FBtr0290230,FBtr0290230,21570248,21619321,21619321,10696,12
FBgn0283500,Sac1,Sac1 phosphatase,3L,1247817,1250451,FBtr0303217,FBtr0303217,1247817,1250451,1247817,2327,4
FBgn0283501,lncRNA:CR46115,long non-coding RNA:CR46115,3R,30697380,30704118,FBtr0347349,FBtr0347349,30697380,30699366,30697380,1000,6
FBgn0283503,Neurl4,Neuralized E3 ubiquitin protein ligase 4,3L,14043694,14049892,FBtr0445388,FBtr0445388,14043694,14049892,14049892,5722,3
FBgn0283508,nw,narrow,2R,17502354,17508645,FBtr0305705,FBtr0305705,17502677,17508645,17502677,2012,15
FBgn0283509,Phm,Peptidylglycine-alpha-hydroxylating monooxygenase,2R,23985175,23988455,FBtr0072202,FBtr0072202,23985339,23988455,23988455,1439,4
FBgn0283510,Pal1,Peptidyl-alpha-hydroxyglycine-alpha-amidating lyase 1,2R,9959549,9963853,FBtr0339423,FBtr0339423,9960078,9963853,9960078,2235,9
FBgn0283521,lola,longitudinals lacking,2R,10481894,10543291,FBtr0089355,FBtr0089355,10500198,10541670,10541670,3875,75
FBgn0283525,l(2)10685,lethal (2) 10685,2L,1147822,1149449,FBtr0077959,FBtr0077959,1147822,1149449,1147822,1628,2
FBgn0283531,Duox,Dual oxidase,2L,2815970,2830248,FBtr0335133,FBtr0335133,2815970,2830248,2830248,5285,6
FBgn0283535,Vha26,Vacuolar H[+]-ATPase 26kD subunit,3R,5591763,5595356,FBtr0078700,FBtr0078700,5591763,5594699,5591763,2171,9
FBgn0283536,Vha13,Vacuolar H[+] ATPase 13kD subunit,3R,19643018,19644386,FBtr0083804,FBtr0083804,19643258,19644386,19644386,703,6
FBgn0283545,vilya,vilya,X,2726678,2727568,FBtr0070486,FBtr0070486,2726678,2727568,2726678,827,4
FBgn0283546,mir-9384,mir-9384 stem loop,3R,4748664,4748723,FBtr0445444,FBtr0445444,4748664,4748723,4748723,60,3
FBgn0283547,mir-9376,mir-9376 stem loop,2R,22946867,22946942,FBtr0445447,FBtr0445447,22946867,22946942,22946867,76,3
FBgn0283548,mir-9381,mir-9381 stem loop,3R,23983496,23983569,FBtr0445450,FBtr0445450,23983496,23983569,23983496,74,3
FBgn0283549,mir-9372,mir-9372 stem loop,X,633691,633751,FBtr0445453,FBtr0445453,633691,633751,633751,61,3
FBgn0283550,mir-9382,mir-9382 stem loop,2L,12724957,12725025,FBtr0445456,FBtr0445456,12724957,12725025,12724957,69,3
FBgn0283551,mir-9378,mir-9378 stem loop,2L,10751877,10751938,FBtr0445459,FBtr0445459,10751877,10751938,10751938,62,3
FBgn0283553,mir-9379,mir-9379 stem loop,2R,13852845,13852901,FBtr0445465,FBtr0445465,13852845,13852901,13852901,57,3
FBgn0283554,mir-9371,mir-9371 stem loop,3R,9989120,9989180,FBtr0445468,FBtr0445468,9989120,9989180,9989120,61,3
FBgn0283555,mir-9373,mir-9373 stem loop,3R,19621080,19621138,FBtr0445471,FBtr0445471,19621080,19621138,19621138,59,3
FBgn0283557,mir-9385,mir-9385 stem loop,4,400703,400765,FBtr0445477,FBtr0445477,400703,400765,400765,63,2
FBgn0283558,mir-9375,mir-9375 stem loop,3R,6451551,6451609,FBtr0445480,FBtr0445480,6451551,6451609,6451609,59,3
FBgn0283559,mir-9377,mir-9377 stem loop,X,12665217,12665268,FBtr0445483,FBtr0445483,12665217,12665268,12665217,52,4
FBgn0283560,mir-9380,mir-9380 stem loop,3R,8348702,8348778,FBtr0445486,FBtr0445486,8348702,8348778,8348778,77,3
FBgn0283561,mir-9374,mir-9374 stem loop,2L,21238301,21238361,FBtr0445489,FBtr0445489,21238301,21238361,21238301,61,3
FBgn0283562,mir-9383,mir-9383 stem loop,3R,15221795,15221855,FBtr0445492,FBtr0445492,15221795,15221855,15221795,61,3
FBgn0283625,CG46298,uncharacterized protein,2R,10353368,10354389,FBtr0445675,FBtr0445675,10353368,10354389,10353368,953,6
FBgn0283626,lncRNA:CR46299,long non-coding RNA:CR46299,3R,7318039,7318803,FBtr0445677,FBtr0445677,7318039,7318803,7318039,654,3
FBgn0283627,CR46300,pseudo,3R,7418938,7420698,FBtr0445678,FBtr0445678,7418938,7420698,7418938,1560,3
FBgn0283637,mir-9370,mir-9370 stem loop,X,11710252,11710301,FBtr0445462,FBtr0445462,11710252,11710301,11710301,50,4
FBgn0283638,mir-9388,mir-9388 stem loop,3L,22945116,22945207,FBtr0445495,FBtr0445495,22945116,22945207,22945116,92,3
FBgn0283639,mir-9369,mir-9369 stem loop,X,19551318,19551379,FBtr0445474,FBtr0445474,19551318,19551379,19551318,62,4
FBgn0283649,elgi,early girl,3L,15956550,15958433,FBtr0333573,FBtr0333573,15956627,15958433,15956627,1534,6
FBgn0283651,CG46301,uncharacterized protein,2L,14104090,14160587,FBtr0445730,FBtr0445730,14104090,14160587,14104090,5632,12
FBgn0283652,Rpp30,RNaseP protein p30,2L,251039,252373,FBtr0336990,FBtr0336990,251039,252373,252373,1105,4
FBgn0283657,Tlk,Tousled-like kinase,X,3720007,3789770,FBtr0070596,FBtr0070596,3780143,3787977,3780143,5849,52
FBgn0283658,muc,midline uncoordinated,2L,7426866,7430329,FBtr0079445,FBtr0079445,7427728,7430329,7427728,1955,18
FBgn0283659,THG,tRNA-histidine guanylyltransferase,2L,15008489,15009724,FBtr0080727,FBtr0080727,15008489,15009692,15009692,1149,6
FBgn0283666,Rap2l,Ras-associated protein 2-like,2R,24063051,24065405,FBtr0343335,FBtr0343335,24064477,24065405,24064477,660,6
